name,internal_id,address,valid_until,country_codes,countries,status,node_id,sourceID
WILLOW TRUST LTD.,10377,"WILLOW  TRUST  LTD. TOP FLOOR LES ECHELONS COURT LES ECHELONS ST PETER PORT GUERNSEY GY1 2JF CHANNEL ISLANDS, UNITED KINGDOM",The Panama Papers  data is current through 2015,GGY;GBR,Guernsey;United Kingdom,ACTIVE,11000182,Panama Papers
"SANCHA  LACASA, JORGE L.",10379,,The Panama Papers  data is current through 2015,ESP,Spain,SUSPENDED,11000183,Panama Papers
NORTHWEST TRUST LIMITED,1038,NORTHWEST TRUST LIMITED 26 ATHOL STREET DOUGLAS ISLE OF MAN IM1 12B BRITISH ISLES,The Panama Papers  data is current through 2015,IMN,Isle of Man,SUSPENDED,11000184,Panama Papers
(GENEVA CLIENT) SG PRIVATE BANKING (SUISSE) S.A.,10000,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000185,Panama Papers
F.T.M. FINANCE TRADE & MANAGEMENT LTD.,10042,,The Panama Papers  data is current through 2015,CHE,Switzerland,INACTIVE,11000186,Panama Papers
GALAXY MANAGEMENT S.A.,10073,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000187,Panama Papers
G.K.F.C. LTD.,10083,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000188,Panama Papers
"GOUZER-WAECHTER, ELKA",10089,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000189,Panama Papers
"GROSJEAN DIDISHEIM MANFRINI REICH (EX.BOURQUIN,GROSJEAN DIDISHEIM & MANFRINI)",10091,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000190,Panama Papers
CLOSE TRUST COMPANY JERSEY LIMITED,1011,CLOSE TRUST COMPANY JERSEY LIMITED P.O. BOX 373   KINGSGATE HOUSE 55 ESPLANADE ST HELIER  JERSEY JE2 3QB,The Panama Papers  data is current through 2015,JEY;GBR,Jersey;United Kingdom,UNRECOVERABLE ACCOUNTS,11000191,Panama Papers
PORTMAN CONSULTANTS INTERNATIONAL LTD.,10117,,The Panama Papers  data is current through 2015,MLT,Malta,SUSPENDED,11000192,Panama Papers
"BALINT, KALLAI AND  KENDE LAW FIRM",10137,,The Panama Papers  data is current through 2015,HUN,Hungary,ACTIVE,11000193,Panama Papers
ERNST & YOUNG LTD.,10151,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000194,Panama Papers
"LOMBARDINI, LIC. CARLO",10160,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000195,Panama Papers
SG PRIVATE BANKING (SUISSE) S.A.,10007,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000196,Panama Papers
"CROCE, LIC. FRANCO N.",10010,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000197,Panama Papers
MR. DJIM DOULA,10022,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000198,Panama Papers
EDELMAN,10031,,The Panama Papers  data is current through 2015,ISR,Israel,SUSPENDED,11000199,Panama Papers
EST SA,10036,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000200,Panama Papers
EUREKA S.A.,10039,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000201,Panama Papers
FIDUCIAIRE ANTONIO MENDEZ,10053,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000202,Panama Papers
FIDUCIAIRE VIDOR S.A.,10057,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000203,Panama Papers
P.N. KARYDAKIS AND PARTNERS,1006,P.N. KARYDAKIS AND PARTNERS 2; AFENTOULI STREET; 4TH FLOOR 185 36  PIRAEUS GREECE,The Panama Papers  data is current through 2015,GRC,Greece,ACTIVE,11000204,Panama Papers
GOEKTEX S.A.,10087,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000205,Panama Papers
"HEYER-SIEGRIST, LIC. ELISABETH",10100,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000206,Panama Papers
ASECOM LATIN AMERICA,10112,"ASECOM LATIN AMERICA BELGRANO 1255 BUENOS AIRES, ARGENTINA",The Panama Papers  data is current through 2015,ARG,Argentina,SUSPENDED,11000207,Panama Papers
REGENCY APARTMENTS LIMITED,10471,"REGENCY APARTMENTS LIMITED C/O FIRST SECRETARY LIMITED 4201 CHINA RESOURCES BUILDING 26 HARBOUR ROAD, WANCHAI HONG KONG",The Panama Papers  data is current through 2015,HKG,Hong Kong,SUSPENDED,11000208,Panama Papers
OFFSHORE SOLUTIONS (PTY) LIMITED,10472,OFFSHORE SOLUTIONS (PTY) LIMITED P. O. BOX 50545 THE WATERFRONT 8002 CAPETOWN REPUBLIC OF SOUTH AFRICA *S.I.*,The Panama Papers  data is current through 2015,ZAF,South Africa,UNRECOVERABLE ACCOUNTS,11000209,Panama Papers
STARSTRUCK LIMITED,10495,STARSTRUCK LIMITED P.O. BOX 33751; SHEUNG WAN; POST OFFICE; HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,SUSPENDED,11000210,Panama Papers
"FARMATODO, C.A.",10498,,The Panama Papers  data is current through 2015,VEN,"Venezuela, Bolivarian Republic of",SUSPENDED,11000211,Panama Papers
"DE GEOFROY, GEORGE",1050,"MR. GEORGE DE GEOFROY 5, AVENUE MIREMONT 1206 GENEVA SWITZERLAND",The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000212,Panama Papers
SINO PACIFIC INTERNATIONAL ENTERPRISES LTD.,10508,SINO PACIFIC INTERNATIONAL ENTERPRISES LTD. UNIT A; 17/F WORLD TECH CENTRE 95 HOW MING STREET  KWUN TONG KOWLOON; HONG KONG  **SI**,The Panama Papers  data is current through 2015,HKG,Hong Kong,SUSPENDED,11000213,Panama Papers
ILEX FIDUTRUST SA,10531,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000214,Panama Papers
"GIARDINELLA, CLAUDIO",10569,SR. CLAUDIO GIARDINELLA AVENIDA ANDRES BELLO CALLE LA COLINA; QUINTA MARTA URBANIZACION LOS CAOBOS CARACAS; VENEZUELA,The Panama Papers  data is current through 2015,VEN,"Venezuela, Bolivarian Republic of",SUSPENDED,11000215,Panama Papers
"MITCHISON, ANNE MARIE",10575,"MS. ANNE MARIE MITCHISON WINCHESTER HOUSE GRAND DOUIT LANE ST. SAMPSONS,GUERNSEY CHANNEL ISLANDS GY2 4WG",The Panama Papers  data is current through 2015,GGY;GBR,Guernsey;United Kingdom,SUSPENDED,11000216,Panama Papers
(GVA CLIENT) MR. ANTOINE MEKNI,10364,,The Panama Papers  data is current through 2015,FRA,France,INACTIVE,11000217,Panama Papers
FIDALLIANCE S.A.,10392,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000218,Panama Papers
ALMONT SARL,10396,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000219,Panama Papers
"CANTACUZENE, HELENE",10397,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000220,Panama Papers
BARCLAYTRUST [SUISSE] S.A.,10402,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000221,Panama Papers
TOP WINNER INVESTMENTS LTD.,10439,"TOP WINNER INVESTMENTS LTD. #1 DIAMANTE STREET PANGILINAN COMPOUND PROJECT 6, QUEZON CITY PHILIPPINES *S.I.*",The Panama Papers  data is current through 2015,PHL,Philippines,SUSPENDED,11000222,Panama Papers
"ALCANTARA, ARTHUR",1044,"MR. ARTHUR ALCANTARA C/O M.A. CARGO SERVICES INC. P.O. BOX 523455 MIAMI, FLORIDA 33152 U. S. A.",The Panama Papers  data is current through 2015,USA,United States,INACTIVE,11000223,Panama Papers
"AGNEW-SOMERVILLE, QUENTIN CHARLES",10459,SIR QUENTIN CHARLES AGNEW-SOMERVILLE 2 WATER STREET RAMSEY ISLE OF MAN BRITISH ISLES,The Panama Papers  data is current through 2015,IMN,Isle of Man,SUSPENDED,11000224,Panama Papers
MEETING PLANNERS (HK) LIMITED,10462,MEETING PLANNERS (HK) LIMITED 12A; DAI FAT STREET; TAI PO INDUSTRIAL ESTATE; N.T. HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,SUSPENDED,11000225,Panama Papers
RICL CORPORATE SERVICES LIMITED,10467,RICL CORPORATE SERVICES LIMITED 5/F; SUEN YUE BUILDING 48 BONHAM STRAND WEST SHEUNG WAN HONG KONG ATTN: MR. CHUI; CHI FAI,The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11000226,Panama Papers
"VIRATA, LUIS",1024,"MR. LUIS VIRATA C/O MR. PETER KWOK 9 BALETE ST. FORBES PARK, MAKAKI PHILIPPINES",The Panama Papers  data is current through 2015,PHL,Philippines,UNRECOVERABLE ACCOUNTS,11000227,Panama Papers
SAME LTD.,10308,,The Panama Papers  data is current through 2015,FRA,France,SUSPENDED,11000228,Panama Papers
GHANNAM,10318,,The Panama Papers  data is current through 2015,LBN,Lebanon,ACTIVE,11000229,Panama Papers
"STARTRADE MANAGEMENT, LDA",10330,,The Panama Papers  data is current through 2015,PRT,Portugal,SUSPENDED,11000230,Panama Papers
"SMIGIELSKY, WALENTY",10336,,The Panama Papers  data is current through 2015,POL,Poland,SUSPENDED,11000231,Panama Papers
"VERLING, CHRISTIAN",10346,,The Panama Papers  data is current through 2015,LIE,Liechtenstein,SUSPENDED,11000232,Panama Papers
STUDIO NOTARISTEFANO,10350,,The Panama Papers  data is current through 2015,ITA,Italy,ACTIVE,11000233,Panama Papers
MR. GONZALO RODRIGO SANTOS LIMA LEITE DE FARIA,10355,,The Panama Papers  data is current through 2015,PRT,Portugal,SUSPENDED,11000234,Panama Papers
"GRINTCHOUK, WLADIMIR",10363,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000235,Panama Papers
"BEKHAR, SAMUEL",1037,SR. SAMUEL BEKHAR APARTADO POSTAL 0302-03263 ZONA LIBRE DE COLON REPUBLICA DE PANAMA,The Panama Papers  data is current through 2015,PAN,Panama,SUSPENDED,11000236,Panama Papers
"MARLAND, FRANÇOIS",10372,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000237,Panama Papers
QIAN YANG,10156,MR. QIAN YANG ROOM NO. 735; GREEN HOTEL; 72 BEIZHANG ROAD SHENHE DISTRICT; SHENYANG; PEOPLE´S REPUBLIC OF CHINA. P.C.:110013,The Panama Papers  data is current through 2015,CHN,China,ACTIVE,11000239,Panama Papers
SUM SHUI COMPANY LIMITED,10375,SUM SHUI COMPANY LIMITED 4102-10 HONG KONG PLAZA 41ST FLOOR GPO BOX 3405  369-375 DES VOEUX ROAD WEST HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11000238,Panama Papers
(GVA CLIENT)LINE MANAGEMENT SERVICES LIMITED,10158,,The Panama Papers  data is current through 2015,GIB,Gibraltar,ACTIVE,11000240,Panama Papers
LOGICA S.A.,10159,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000241,Panama Papers
ESTUDIO LEGAL ROCA & ASOCIADOS,10176,,The Panama Papers  data is current through 2015,ESP,Spain,ACTIVE,11000242,Panama Papers
BERTRAND REICH,10184,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000243,Panama Papers
"KATZ, ALMOUGY, LAW OFFICES",1019,KATZ; ALMOUGY; LAW OFFICES 24; IBN GVIROL ST. TEL-AVIV 64735 ISRAEL,The Panama Papers  data is current through 2015,ISR,Israel,SUSPENDED,11000244,Panama Papers
NOKTA DIS TICARET VE PAZARLAMA LTD. STI.,10191,,The Panama Papers  data is current through 2015,TUR,Turkey,ACTIVE,11000245,Panama Papers
"MONTAVON, BONVALLAT & MOURO",10205,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000246,Panama Papers
MULTI GROUP FINANCE,10214,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000247,Panama Papers
"WYSSA, LIC. OLIVIER",10246,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000248,Panama Papers
"WAECHTER, LIC. GERSON",10251,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000249,Panama Papers
"TARIS, NIKOLAOS",10255,,The Panama Papers  data is current through 2015,GRC,Greece,SUSPENDED,11000250,Panama Papers
BANQUE DU GOTHARD (GENEVE),10603,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000251,Panama Papers
RTH AG,10604,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000252,Panama Papers
SMP PARTNERS LTD,10622,SMP PARTNERS LTD  P.O. BOX 227 CLINCH'S HOUSE  LORD STREET DOUGLAS IM99 1RZ   ISLE OF MAN,The Panama Papers  data is current through 2015,IMN,Isle of Man,ACTIVE,11000253,Panama Papers
GARDISM CONSULTANT LIMITED,10623,"GARDISM CONSULTANT LIMITED SUITE 1001, QUEEN'S PLACE 74 QUEEN'S ROAD CENTRAL  HONG KONG",The Panama Papers  data is current through 2015,HKG,Hong Kong,SUSPENDED,11000254,Panama Papers
BURWILL HOLDINGS LIMITED,10628,BURWILL HOLDINGS LIMITED 14/F; OFFICE TOWER CONVENTION PLAZA 1 HARBOUR ROAD; WANCHAI HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,SUSPENDED,11000255,Panama Papers
ISLAMIC DEVELOPMENT BANK,1063,ISLAMIC DEVELOPMENT BANK P.O. BOX 5925 JEDDAH 21432 SAUDI ARABIA  ATTN. DR. AL FATIH HAMED,The Panama Papers  data is current through 2015,SAU,Saudi Arabia,SUSPENDED,11000256,Panama Papers
UNITED EUROPEAN BANK & TRUST (NASSAU) LIMITED,10636,UNITED EUROPEAN BANK & TRUST LIMITED ATTN: THERESA C. HAVEN-ADDERLEY APSLEY HOUSE; 75 FREDERICK STREET P.O. BOX N-4915 NASSAU; BAHAMAS,The Panama Papers  data is current through 2015,BHS,Bahamas,SUSPENDED,11000257,Panama Papers
MELISSA MOURTON,10642,MS. MELISSA MOURTON EN FAÇADE; CORDIER HILL ST. PETER PORT GUERNSEY; GY1 1NH CHANNEL ISLANDS,The Panama Papers  data is current through 2015,GGY;GBR,Guernsey;United Kingdom,SUSPENDED,11000258,Panama Papers
GULF AND OCCIDENTAL INVESTMENT COMPANY S.A.,1065,"GULF AND OCCIDENTAL INVESTMENT COMPANY S.A. 12, AVENUE DE MIREMONT P.O. BOX 357 CH-1211 GENEVA 25 SWITZERLAND",The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000259,Panama Papers
"PUPKIN, MARIE-CLAIRE",10171,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000260,Panama Papers
SUMINISTROS TECNICOS S.A.,1020,CARLOS GUITY COLONIA LA REFORMA AVENIDA PRINCIPAL; CALLE LA SALLE; CASA NO. 1309 TEGUCIGALPA HONDURAS,The Panama Papers  data is current through 2015,HND,Honduras,SUSPENDED,11000261,Panama Papers
"MULLER, FRANTISEK",10209,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000262,Panama Papers
MULTIFIDUCIAIRE FRIBOURG S.A.,10212,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000263,Panama Papers
"ORMAN, WILFRED MARCO",10218,"MR. WILFRED MARCO ORMAN C/O ORMAN & ASSOCIATES INC. 39 OCEAN VIEW DRIVE GREEN POINT, 8001 SOUTH AFRICA",The Panama Papers  data is current through 2015,ZAF,South Africa,SUSPENDED,11000264,Panama Papers
PANNELL KERR FORSTER (AUSTRALIA),10225,"PANNELL KERR FORSTER LEVEL 11, CU TOWER 485 LA TROBE ST. MELBOURNE 3000 AUSTRALIA",The Panama Papers  data is current through 2015,AUS,Australia,SUSPENDED,11000265,Panama Papers
CP-CREDIT PRIVE S.A.,10229,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000266,Panama Papers
"MAZURANIC, IVAN",10238,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000267,Panama Papers
MCG S.A.,10239,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000268,Panama Papers
"ZOLTY, LIC. ANDRE",10260,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000269,Panama Papers
"ARENDRUP, LIC. GEORGE T.",10262,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000270,Panama Papers
VIMOTRADE S.A.,10266,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000271,Panama Papers
BNP PARIBAS (SUISSE) S.A. - BERGUES,10268,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000272,Panama Papers
O.C.C. CONSULTANTS,10299,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000273,Panama Papers
SOCIETE DE CONTROLE FIDUCIAIRE S.A.,10306,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000274,Panama Papers
SCHMIDT JATON &  ASSOCIES (GE),10310,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000275,Panama Papers
THE HOUSE OF TRUST S.A.,10327,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000276,Panama Papers
TRANSCONTINENTAL FINANCE GROUP,10329,,The Panama Papers  data is current through 2015,AUT,Austria,SUSPENDED,11000277,Panama Papers
BUROMATON,10351,,The Panama Papers  data is current through 2015,FRA,France,SUSPENDED,11000278,Panama Papers
VIMA WORLD LTD.,10361,,The Panama Papers  data is current through 2015,ESP,Spain,ACTIVE,11000279,Panama Papers
NETWORK CONSULTING BAKKE,10369,,The Panama Papers  data is current through 2015,SWE,Sweden,SUSPENDED,11000280,Panama Papers
TAX ASSESSORIA I GESTIO,10371,,The Panama Papers  data is current through 2015,ESP,Spain,SUSPENDED,11000281,Panama Papers
"SOHNEN, ROLF",10373,,The Panama Papers  data is current through 2015,DEU,Germany,SUSPENDED,11000282,Panama Papers
CR. ROBERTO AGUIRRE,10387,"CR. ROBERTO AGUIRRE ESMERALDA 155, PISO 7 ''37'' 1035 BUENOS AIRES ARGENTINA",The Panama Papers  data is current through 2015,ARG,Argentina,UNRECOVERABLE ACCOUNTS,11000283,Panama Papers
MFT SERVICES SA,10279,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000284,Panama Papers
"SUTER, RECHTSANWALTE-ATTORNEYS AT LAW",10283,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000285,Panama Papers
SOCOGESTAR S.A.,10292,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000286,Panama Papers
DEMOSTHENES C. SEVERIS,10301,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000287,Panama Papers
"GROMOVA, MARIA",10307,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000288,Panama Papers
"SOUSS, IBRAHIM",10335,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000289,Panama Papers
"STOECKLI, EDUARDO A.",1035,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000290,Panama Papers
"MUSSLER, BERNARD",10359,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000291,Panama Papers
TEN CONSULTING S.A.,10382,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000292,Panama Papers
"SUNIER, LIC. JEAN",10383,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000293,Panama Papers
"CELIK, RAFEL",10391,,The Panama Papers  data is current through 2015,SVN,Slovenia,SUSPENDED,11000295,Panama Papers
WINSOR ASIA INVESTMENT LTD.,10119,"WINSOR ASIA INVESTMENT LTD. SUITE 4704 CENTRAL PLAZA 18 HARBOUR ROAD WANCHAI, HONG KONG",The Panama Papers  data is current through 2015,HKG,Hong Kong,SUSPENDED,11000296,Panama Papers
DES GOUTTES & ASSOCIES,10124,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000297,Panama Papers
"ESTUDIO BERGENGRUEN, GARBINO & ASOC.",10388,ESTUDIO BERGENGRUEN; GARBINO & ASOC. PLAZA INDEPENDENCIA; 753 PISO 7 RADDISON VICTORIA PLAZA; TORRE VIEJA  MONTEVIDEO URUGUAY,The Panama Papers  data is current through 2015,URY,Uruguay,SUSPENDED,11000294,Panama Papers
LAKESIDE ASSOCIATES S.A.R.L.,10141,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000298,Panama Papers
PEERSON ASSET MANAGEMENT S.A.,10142,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000299,Panama Papers
ESTUDIO CR. ABASOLO,10149,"ESTUDIO CR. ABASOLO 25 DE MAYO 635, OF. 304; 11.000 MONTEVIDEO; URUGUAY MONTEVIDEO URUGUAY",The Panama Papers  data is current through 2015,URY,Uruguay,ACTIVE,11000300,Panama Papers
LENZ & STAEHELIN,10152,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000301,Panama Papers
"FAQIR AL-BALUSHI, MOHAMED, A.R.",10173,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000302,Panama Papers
NOVUS AVIATION CAPITAL SA,10193,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11000303,Panama Papers
"SUAREZ, LIC. AUGUSTIN",10224,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11000304,Panama Papers
"MAVROLEON, MANOLI D.",10237,,The Panama Papers  data is current through 2015,GBR,United Kingdom,SUSPENDED,11000305,Panama Papers
BANQUE DU GOTHARD (MONACO),10242,,The Panama Papers  data is current through 2015,MCO,Monaco,SUSPENDED,11000306,Panama Papers
ZIMMER LIPPMAN & CIE,10250,,The Panama Papers  data is current through 2015,FRA,France,SUSPENDED,11000307,Panama Papers
LAM MEI HUNG,10486,,The Panama Papers  data is current through 2015,,,,11000308,Panama Papers
